CustomerID,Country,Recency,Frequency,Monetary,UniqueProducts,TotalQuantity,AvgOrderValue,AvgQuantityPerOrder,AvgUniqueProductsPerOrder,PurchaseFrequency,CustomerAge,Cluster
12521,Germany,143,1,599.68,38,309,599.68,309.0,38.0,1.0,143,1
12522,Germany,39,2,192.72,11,194,96.36,97.0,5.5,0.16666666666666666,51,1
12523,France,2,13,1745.57,84,861,134.27461538461537,66.23076923076923,6.461538461538462,0.03939393939393939,332,0
12524,Germany,9,8,4485.72,113,3699,560.715,462.375,14.125,0.024691358024691357,334,0
12526,Germany,1,3,1316.66,64,632,438.8866666666667,210.66666666666666,21.333333333333332,0.03225806451612903,94,1
12527,Germany,82,3,348.71000000000004,18,234,116.23666666666668,78.0,6.0,0.012345679012345678,326,1
12528,Germany,9,8,1922.28,50,750,240.285,93.75,6.25,0.026402640264026403,313,0
12530,Germany,60,5,1623.63,51,900,324.726,180.0,10.2,0.018050541516245487,337,0
12531,Germany,15,1,125.22,17,45,125.22,45.0,17.0,1.0,15,1
12532,France,30,1,349.83000000000004,16,153,349.83000000000004,153.0,16.0,1.0,30,1
12535,France,92,2,716.35,28,219,358.175,109.5,14.0,0.02127659574468085,187,1
12538,Spain,29,1,363.95,21,191,363.95,191.0,21.0,1.0,29,1
12539,Spain,22,5,3852.5,158,2066,770.5,413.2,31.6,0.01607717041800643,334,0
12541,Spain,30,3,981.18,46,680,327.06,226.66666666666666,15.333333333333334,0.01195219123505976,281,1
12544,Spain,30,2,355.7,19,132,177.85,66.0,9.5,0.3333333333333333,36,1
12545,Spain,75,2,1000.39,42,523,500.195,261.5,21.0,0.010869565217391304,260,1
12546,Spain,47,3,1141.5,59,617,380.5,205.66666666666666,19.666666666666668,0.0967741935483871,78,1
12547,Spain,198,2,207.79999999999998,7,134,103.89999999999999,67.0,3.5,0.024390243902439025,281,1
12548,Spain,166,1,95.19999999999999,5,49,95.19999999999999,49.0,5.0,1.0,166,1
12550,Spain,79,1,964.83,57,569,964.83,569.0,57.0,1.0,79,1
12551,Spain,358,1,168.0,10,100,168.0,100.0,10.0,1.0,358,1
12553,France,8,14,3652.25,95,1924,260.875,137.42857142857142,6.785714285714286,0.04361370716510903,330,0
12556,Spain,50,2,603.71,100,358,301.855,179.0,50.0,0.02,151,1
12558,USA,2,2,1.0658141036401503e-14,11,0,5.329070518200751e-15,0.0,5.5,0.4,8,1
12559,Germany,311,3,536.21,21,281,178.73666666666668,93.66666666666667,7.0,0.375,320,1
12560,Germany,5,4,2101.39,92,1078,525.3475,269.5,23.0,0.029197080291970802,143,0
12561,Germany,303,1,238.85,16,177,238.85,177.0,16.0,1.0,303,1
12562,France,8,7,3781.7400000000002,99,1779,540.2485714285715,254.14285714285714,14.142857142857142,0.03684210526315789,199,0
12564,France,261,1,456.9,21,133,456.9,133.0,21.0,1.0,261,1
12565,Saudi Arabia,282,2,131.17,9,75,65.585,37.5,4.5,0.2857142857142857,289,1
12566,Germany,73,2,346.7,19,264,173.35,132.0,9.5,0.15384615384615385,86,1
12571,France,40,2,519.61,31,523,259.805,261.5,15.5,0.024691358024691357,122,1
12572,Germany,9,3,1004.72,53,450,334.9066666666667,150.0,17.666666666666668,0.06976744186046512,52,1
12573,France,227,1,160.54000000000002,26,84,160.54000000000002,84.0,26.0,1.0,227,1
12574,France,316,1,218.45,11,61,218.45,61.0,11.0,1.0,316,1
12576,Poland,36,6,1306.98,72,964,217.83,160.66666666666666,12.0,0.022388059701492536,305,0
12577,France,35,4,595.4,137,466,148.85,116.5,34.25,0.01238390092879257,359,0
12578,Italy,21,4,2753.36,112,1171,688.34,292.75,28.0,0.012618296529968454,339,0
12579,France,73,3,410.72,29,278,136.90666666666667,92.66666666666667,9.666666666666666,0.75,78,1
12580,Germany,247,1,415.7,24,238,415.7,238.0,24.0,1.0,247,1
12581,Germany,40,1,197.71,15,161,197.71,161.0,15.0,1.0,40,1
12582,Finland,239,2,511.36,21,300,255.68,150.0,10.5,0.04081632653061224,289,1
12584,Italy,4,18,1893.95,44,354,105.21944444444445,19.666666666666668,2.4444444444444446,0.06521739130434782,280,0
12585,Germany,234,4,1982.81,77,1258,495.7025,314.5,19.25,0.03418803418803419,351,0
12586,Italy,17,2,179.94000000000003,12,77,89.97000000000001,38.5,6.0,0.005698005698005698,369,1
12587,Finland,8,1,144.0,4,51,144.0,51.0,4.0,1.0,8,1
12588,Finland,39,1,214.89999999999998,10,53,214.89999999999998,53.0,10.0,1.0,39,1
12589,France,29,2,646.68,29,306,323.34,153.0,14.5,0.017391304347826087,145,1
12591,Italy,317,1,452.84999999999997,26,228,452.84999999999997,228.0,26.0,1.0,317,1
12592,Germany,92,2,437.6,11,290,218.8,145.0,5.5,0.01652892561983471,213,1
12593,France,109,3,418.09999999999997,14,206,139.36666666666665,68.66666666666667,4.666666666666667,0.02727272727272727,219,1
12594,Italy,38,11,3320.2200000000003,50,1776,301.83818181818185,161.45454545454547,4.545454545454546,0.03859649122807018,323,0
12596,Spain,51,2,618.27,25,474,309.135,237.0,12.5,0.010526315789473684,242,1
12597,Spain,19,5,3683.13,184,2187,736.626,437.4,36.8,0.020161290322580645,268,0
12598,France,10,9,3002.68,84,1940,333.63111111111107,215.55555555555554,9.333333333333334,0.03272727272727273,285,0
12599,France,29,7,1032.58,32,956,147.51142857142855,136.57142857142858,4.571428571428571,0.025454545454545455,304,1
12600,Germany,29,11,2581.04,32,773,234.64,70.27272727272727,2.909090909090909,0.03216374269005848,371,0
12601,Germany,190,6,569.5600000000001,21,244,94.92666666666668,40.666666666666664,3.5,0.04225352112676056,333,1
12602,France,59,1,153.12,12,162,153.12,162.0,12.0,1.0,59,1
12603,Germany,22,1,739.1999999999999,3,64,739.1999999999999,64.0,3.0,1.0,22,1
12604,France,79,2,254.18,15,201,127.09,100.5,7.5,0.01098901098901099,262,1
12605,Germany,365,1,-7.5,3,-4,-7.5,-4.0,3.0,1.0,365,1
12607,USA,58,2,3.552713678800501e-15,101,0,1.7763568394002505e-15,0.0,50.5,1.0,60,1
12609,Germany,78,3,1126.85,57,648,375.6166666666666,216.0,19.0,0.0125,318,1
12610,Italy,23,7,2057.99,85,1028,293.9985714285714,146.85714285714286,12.142857142857142,0.06796116504854369,126,0
12612,Germany,58,2,643.59,19,251,321.795,125.5,9.5,0.125,74,1
12613,Germany,31,6,3218.98,124,1596,536.4966666666667,266.0,20.666666666666668,0.02608695652173913,262,0
12614,Germany,278,1,315.6,20,76,315.6,76.0,20.0,1.0,278,1
12615,France,2,4,2291.19,82,1376,572.7975,344.0,20.5,0.024096385542168676,168,0
12616,France,85,5,657.25,25,273,131.45,54.6,5.0,0.02358490566037736,297,1
12617,France,29,1,355.53,39,213,355.53,213.0,39.0,1.0,29,1
12618,Italy,22,1,177.31,11,96,177.31,96.0,11.0,1.0,22,1
12619,Germany,16,13,3214.81,50,3354,247.2930769230769,258.0,3.8461538461538463,0.05485232067510549,253,0
12620,France,15,3,1339.41,89,1181,446.47,393.6666666666667,29.666666666666668,0.015873015873015872,205,0
12622,Germany,232,1,180.1,11,69,180.1,69.0,11.0,1.0,232,1
12623,Germany,276,1,305.1,18,191,305.1,191.0,18.0,1.0,276,1
12624,France,106,2,641.13,36,355,320.565,177.5,18.0,0.028169014084507043,178,1
12625,Germany,212,3,2614.32,74,1577,871.44,525.6666666666666,24.666666666666668,0.028037383177570093,319,0
12626,Germany,23,13,6388.35,232,3350,491.4115384615385,257.6923076923077,17.846153846153847,0.0429042904290429,327,0
12627,Germany,11,7,4478.53,162,2752,639.79,393.14285714285717,23.142857142857142,0.05426356589147287,140,0
12628,Germany,4,4,769.61,34,445,192.4025,111.25,8.5,0.06666666666666667,65,1
12630,Finland,10,2,1270.88,60,548,635.44,274.0,30.0,0.058823529411764705,44,1
12631,Finland,57,1,640.5,31,236,640.5,236.0,31.0,1.0,57,1
12633,Germany,59,5,2140.63,73,1149,428.12600000000003,229.8,14.6,0.021834061135371178,288,0
12635,Germany,90,2,1689.18,96,1172,844.59,586.0,48.0,0.03076923076923077,155,0
12637,France,67,10,5953.25,205,2990,595.325,299.0,20.5,0.0390625,324,0
12638,Sweden,33,1,671.69,39,577,671.69,577.0,39.0,1.0,33,1
12639,Sweden,239,1,486.1,22,201,486.1,201.0,22.0,1.0,239,1
12640,France,24,3,1174.58,47,311,391.52666666666664,103.66666666666667,15.666666666666666,0.05263157894736842,82,1
12641,Sweden,115,1,185.9,10,72,185.9,72.0,10.0,1.0,115,1
12642,Germany,25,3,1013.26,39,552,337.75333333333333,184.0,13.0,0.036585365853658534,108,1
12643,France,128,6,3344.64,11,1808,557.4399999999999,301.3333333333333,1.8333333333333333,0.029411764705882353,333,0
12644,Germany,130,1,477.91,31,325,477.91,325.0,31.0,1.0,130,1
12645,Germany,34,5,1755.38,58,1072,351.076,214.4,11.6,0.01773049645390071,316,0
12646,USA,5,2,1346.97,43,897,673.485,448.5,21.5,0.045454545454545456,49,0
12647,Germany,22,13,3669.92,79,1420,282.3015384615385,109.23076923076923,6.076923076923077,0.03757225433526012,369,0
12648,Germany,155,1,318.05,21,160,318.05,160.0,21.0,1.0,155,1
12649,Germany,107,4,603.71,30,574,150.9275,143.5,7.5,0.01556420233463035,365,1
12650,France,3,1,314.44,20,254,314.44,254.0,20.0,1.0,3,1
12651,France,335,1,114.0,9,78,114.0,78.0,9.0,1.0,335,1
12652,France,322,2,914.53,48,502,457.265,251.0,24.0,0.2222222222222222,331,1
12653,Israel,149,2,2209.85,37,919,1104.925,459.5,18.5,0.013605442176870748,297,0
12654,Germany,11,5,601.98,31,264,120.396,52.8,6.2,0.017605633802816902,295,1
12656,France,17,8,3982.72,89,1708,497.84,213.5,11.125,0.035555555555555556,243,0
12657,France,11,5,1152.06,35,654,230.41199999999998,130.8,7.0,0.07462686567164178,79,1
12658,Germany,19,1,686.05,36,320,686.05,320.0,36.0,1.0,19,1
12659,France,30,1,91.68,5,105,91.68,105.0,5.0,1.0,30,1
12660,France,11,1,245.1,13,127,245.1,127.0,13.0,1.0,11,1
12662,Germany,1,12,3817.08,129,2040,318.09,170.0,10.75,0.03225806451612903,373,0
12664,Finland,8,10,4863.88,10,1202,486.38800000000003,120.2,1.0,0.03184713375796178,323,0
12665,Germany,325,2,61.75,3,36,30.875,18.0,1.5,0.3333333333333333,332,1
12666,Israel,359,1,-227.44,2,-56,-227.44,-56.0,2.0,1.0,359,1
12667,Finland,58,1,620.13,33,395,620.13,395.0,33.0,1.0,58,1
12668,Germany,7,6,3743.18,115,1595,623.8633333333333,265.8333333333333,19.166666666666668,0.017241379310344827,356,0
12669,France,151,4,1607.73,98,1114,401.9325,278.5,24.5,0.0380952380952381,257,0
12670,France,10,6,2986.15,58,1391,497.69166666666666,231.83333333333334,9.666666666666666,0.02702702702702703,233,0
12672,France,330,1,225.89999999999998,10,78,225.89999999999998,78.0,10.0,1.0,330,1
12673,Germany,5,2,610.52,42,351,305.26,175.5,21.0,0.006230529595015576,327,1
12674,France,12,7,1919.31,52,1102,274.1871428571429,157.42857142857142,7.428571428571429,0.03571428571428571,208,0
12676,Sweden,25,6,1331.39,33,670,221.89833333333334,111.66666666666667,5.5,0.02097902097902098,311,1
12679,France,52,9,1058.67,45,530,117.63000000000001,58.888888888888886,5.0,0.03896103896103896,284,1
12680,France,1,4,862.81,33,443,215.7025,110.75,8.25,0.03571428571428571,113,1
12684,France,8,7,2283.63,61,1985,326.23285714285714,283.57142857142856,8.714285714285714,0.03414634146341464,213,0
12685,France,28,6,2863.08,117,1523,477.18,253.83333333333334,19.5,0.09230769230769231,94,0
12686,France,372,1,89.14,7,107,89.14,107.0,7.0,1.0,372,1
12689,France,26,2,1247.61,57,628,623.805,314.0,28.5,0.019801980198019802,128,0
12690,France,206,1,389.01,16,106,389.01,106.0,16.0,1.0,206,1
12691,France,28,6,1035.8,21,394,172.63333333333333,65.66666666666667,3.5,0.0182370820668693,357,1
12693,Germany,121,6,830.96,35,250,138.49333333333334,41.666666666666664,5.833333333333333,0.030303030303030304,319,1
12694,France,70,2,869.67,32,509,434.835,254.5,16.0,0.017857142857142856,183,1
12695,France,7,4,582.1,23,220,145.525,55.0,5.75,0.019704433497536946,210,1
12697,Sweden,21,5,939.02,37,499,187.804,99.8,7.4,0.033783783783783786,169,1
12700,France,8,6,4867.99,193,2963,811.3316666666666,493.8333333333333,32.166666666666664,0.028985507246376812,215,0
12701,Germany,80,2,797.71,50,678,398.855,339.0,25.0,0.012345679012345678,242,1
12702,Germany,20,1,219.0,12,53,219.0,53.0,12.0,1.0,20,1
12703,Germany,64,2,274.7,21,161,137.35,80.5,10.5,0.2857142857142857,71,1
12704,Finland,7,10,2220.84,64,1003,222.084,100.3,6.4,0.06172839506172839,170,0
12707,France,292,1,603.42,33,256,603.42,256.0,33.0,1.0,292,1
12708,Germany,30,16,2616.32,86,1270,163.52,79.375,5.375,0.047337278106508875,369,0
12710,Germany,97,4,1130.57,75,849,282.6425,212.25,18.75,0.038461538461538464,201,1
12712,Germany,23,17,4241.63,59,1044,249.50764705882352,61.411764705882355,3.4705882352941178,0.04885057471264368,371,0
12713,Germany,1,1,848.55,38,508,848.55,508.0,38.0,1.0,1,1
12715,Sweden,106,1,353.86,20,197,353.86,197.0,20.0,1.0,106,1
12716,France,4,2,1053.49,60,708,526.745,354.0,30.0,0.015503875968992248,133,0
12717,Greece,151,3,980.98,49,505,326.99333333333334,168.33333333333334,16.333333333333332,0.031914893617021274,246,1
12718,France,71,1,238.25,19,203,238.25,203.0,19.0,1.0,71,1
12719,France,5,3,608.1,34,361,202.70000000000002,120.33333333333333,11.333333333333334,0.05084745762711865,65,1
12721,France,32,7,2628.98,134,1954,375.56857142857143,279.14285714285717,19.142857142857142,0.020958083832335328,366,0
12722,France,85,6,904.33,50,560,150.72166666666666,93.33333333333333,8.333333333333334,0.09230769230769231,151,1
12723,France,4,5,725.07,53,434,145.014,86.8,10.6,0.08196721311475409,65,1
12724,France,5,4,1031.41,47,445,257.8525,111.25,11.75,0.012232415902140673,332,1
12725,Italy,371,1,427.8,24,164,427.8,164.0,24.0,1.0,371,1
12726,France,28,7,2609.1,57,3143,372.7285714285714,449.0,8.142857142857142,0.02127659574468085,357,0
12727,France,11,9,3947.7,109,2085,438.6333333333333,231.66666666666666,12.11111111111111,0.02912621359223301,320,0
12728,France,71,4,836.33,38,419,209.0825,104.75,9.5,0.01532567049808429,332,1
12729,France,114,1,453.01,26,233,453.01,233.0,26.0,1.0,114,1
12732,France,180,1,236.26000000000002,12,111,236.26000000000002,111.0,12.0,1.0,180,1
12733,USA,234,1,383.95,22,137,383.95,137.0,22.0,1.0,234,1
12734,France,353,1,110.39999999999999,4,88,110.39999999999999,88.0,4.0,1.0,353,1
12735,France,315,2,779.5699999999999,38,368,389.78499999999997,184.0,19.0,0.09523809523809523,337,1
12736,France,333,1,234.0,4,173,234.0,173.0,4.0,1.0,333,1
12738,Germany,372,1,155.35,11,148,155.35,148.0,11.0,1.0,372,1
12739,United Arab Emirates,78,2,1013.04,38,486,506.52,243.0,19.0,0.1,99,1
12740,France,64,1,427.6,27,342,427.6,342.0,27.0,1.0,64,1
12747,United Kingdom,2,11,4196.01,42,1275,381.4554545454546,115.9090909090909,3.8181818181818183,0.030054644808743168,369,0
12749,United Kingdom,4,8,3868.2,160,1422,483.525,177.75,20.0,0.03827751196172249,213,0
12750,Poland,129,1,275.88,15,137,275.88,137.0,15.0,1.0,129,1
12755,Japan,250,4,2203.2,5,866,550.8,216.5,1.25,0.034782608695652174,366,1
12756,Japan,87,1,112.07999999999998,4,144,112.07999999999998,144.0,4.0,1.0,87,1
12757,Portugal,16,19,4227.7,237,2385,222.51052631578946,125.52631578947368,12.473684210526315,0.09743589743589744,211,0
12759,Netherlands,52,3,1531.44,81,902,510.48,300.6666666666667,27.0,0.013452914798206279,276,0
12763,Japan,138,2,494.08,16,316,247.04,158.0,8.0,0.008695652173913044,369,1
12766,Portugal,4,7,6989.63,205,3646,998.5185714285715,520.8571428571429,29.285714285714285,0.019337016574585635,366,0
12769,Brazil,239,1,1143.6,32,356,1143.6,356.0,32.0,1.0,239,1
12772,Portugal,60,1,892.47,55,556,892.47,556.0,55.0,1.0,60,1
12775,Netherlands,17,6,1351.24,47,853,225.20666666666668,142.16666666666666,7.833333333333333,0.02040816326530612,311,0
12778,Netherlands,20,7,804.23,40,824,114.89,117.71428571428571,5.714285714285714,0.023972602739726026,312,1
12779,Poland,21,12,3868.7,88,1996,322.39166666666665,166.33333333333334,7.333333333333333,0.03428571428571429,371,0
12781,Czech Republic,21,5,707.72,25,592,141.544,118.4,5.0,0.019011406844106463,285,1
12782,Portugal,5,6,2273.32,81,1070,378.8866666666667,178.33333333333334,13.5,0.017045454545454544,358,0
12783,Portugal,2,8,1603.87,76,622,200.48375,77.75,9.5,0.1095890410958904,75,1
12784,Portugal,9,2,574.42,54,300,287.21,150.0,27.0,0.3333333333333333,15,1
