antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,rule_length,antecedents_str,consequents_str
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02078221242926536,0.05178025940207321,0.012018628874755872,0.5783132530120483,11.168604786651443,1.0,0.010942520524219521,2.2486353848465126,0.9297863182298591,0.19851116625310175,0.555285838362693,0.40521078511337427,1,1,2,CHARLOTTE BAG DOLLY GIRL DESIGN,RED RETROSPOT CHARLOTTE BAG
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.02078221242926536,0.041814812960088134,0.010666533126345835,0.5132530120481927,12.274430416275882,1.0,0.009797528800719286,1.9685487753542743,0.9380240393642068,0.20540019286403086,0.49201157089946485,0.38417141620373707,1,1,2,CHARLOTTE BAG DOLLY GIRL DESIGN,WOODLAND CHARLOTTE BAG
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03720767189143172,0.04416846111472783,0.020531824327707948,0.5518169582772544,12.493461269658155,1.0,0.018888418718601696,2.1326811813566287,0.9555104495183098,0.3374485596707819,0.5311066610697591,0.5083347829935025,1,1,2,CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.05178025940207321,0.03720767189143172,0.02614051780259402,0.504835589941973,13.568051003433727,1.0,0.02421389490030846,1.9443891938755073,0.9768805765236386,0.4159362549800797,0.4856996720873431,0.6036963952401655,1,1,2,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03720767189143172,0.05178025940207321,0.02614051780259402,0.702557200538358,13.568051003433725,1.0,0.02421389490030846,3.187906186716107,0.9620947527553882,0.4159362549800797,0.6863144831027447,0.6036963952401655,1,1,2,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03615604186489058,0.03720767189143172,0.01897941809805198,0.5249307479224377,14.108132039385138,1.0,0.017634135955450263,2.0266357460477735,0.9639723176541374,0.3489871086556169,0.5065714191856422,0.5175124802869254,1,1,2,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03720767189143172,0.03615604186489058,0.01897941809805198,0.5100942126514132,14.108132039385138,1.0,0.017634135955450263,1.9674067606988634,0.9650252365489015,0.3489871086556169,0.4917167003915452,0.5175124802869254,1,1,2,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03720767189143172,0.041814812960088134,0.019780660023035704,0.531628532974428,12.713880449061502,1.0,0.018224828182215158,2.0457804424444097,0.9569517544148417,0.33389687235841076,0.5111889921065305,0.5023412125949984,1,1,2,CHARLOTTE BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG
frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.022284541038609846,0.04416846111472783,0.01216886173569032,0.5460674157303371,12.363288236642973,1.0,0.011184587851366926,2.1056684891284463,0.940064270375682,0.224169741697417,0.5250914352553624,0.4107888099059849,1,1,2,CHARLOTTE BAG VINTAGE ALPHABET ,CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04416846111472783,0.05178025940207321,0.02538935349792178,0.5748299319727891,11.101333570178555,1.0,0.023102299124010788,2.2302128298863235,0.9519676796034848,0.3598296664300923,0.5516123005843477,0.5325793760444216,1,1,2,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03615604186489058,0.04416846111472783,0.02078221242926536,0.574792243767313,13.01363527867287,1.0,0.01918525570009347,2.2479165181601513,0.957787319068971,0.3490328006728343,0.5551436221401725,0.5226568928587132,1,1,2,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.041814812960088134,0.04416846111472783,0.022835394862036156,0.5461077844311377,12.364202207829239,1.0,0.020988498921788886,2.1058557650902436,0.9592314315107304,0.3616177636796194,0.5251336693721061,0.531557293576113,1,1,2,WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04416846111472783,0.041814812960088134,0.022835394862036156,0.5170068027210885,12.36420220782924,1.0,0.020988498921788886,1.983848204153057,0.9615934515914663,0.3616177636796194,0.4959291754749355,0.531557293576113,1,1,2,CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG
frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.022284541038609846,0.05178025940207321,0.012569482698182182,0.5640449438202247,10.893049790276661,1.0,0.011415583382546819,2.1750401266292654,0.9288984198424495,0.20439739413680783,0.5402383672113054,0.4033957794536327,1,1,2,CHARLOTTE BAG VINTAGE ALPHABET ,RED RETROSPOT CHARLOTTE BAG
frozenset({'CHILDRENS CUTLERY SPACEBOY '}),frozenset({'CHILDRENS CUTLERY DOLLY GIRL '}),0.018027943312133806,0.014572587510641494,0.011067154088837699,0.6138888888888889,42.12627911416572,1.0,0.010804440307284745,2.552186104288986,0.9941849584720656,0.513953488372093,0.6081790437149214,0.6866695303550974,1,1,2,CHILDRENS CUTLERY SPACEBOY ,CHILDRENS CUTLERY DOLLY GIRL 
frozenset({'CHILDRENS CUTLERY DOLLY GIRL '}),frozenset({'CHILDRENS CUTLERY SPACEBOY '}),0.014572587510641494,0.018027943312133806,0.011067154088837699,0.7594501718213058,42.12627911416571,1.0,0.010804440307284745,4.082198121373843,0.9906988947392384,0.513953488372093,0.7550339375337679,0.6866695303550974,1,1,2,CHILDRENS CUTLERY DOLLY GIRL ,CHILDRENS CUTLERY SPACEBOY 
frozenset({'CHILDRENS CUTLERY POLKADOT BLUE'}),frozenset({'CHILDRENS CUTLERY POLKADOT PINK'}),0.014472432270018529,0.021182833391757222,0.011017076468526215,0.7612456747404844,35.93691460731143,1.0,0.010710509346976921,4.0996834949243794,0.9864497875092386,0.44715447154471544,0.7560787311415499,0.6406701186941193,1,1,2,CHILDRENS CUTLERY POLKADOT BLUE,CHILDRENS CUTLERY POLKADOT PINK
frozenset({'CHILDRENS CUTLERY POLKADOT PINK'}),frozenset({'CHILDRENS CUTLERY POLKADOT BLUE'}),0.021182833391757222,0.014472432270018529,0.011017076468526215,0.5200945626477541,35.93691460731142,1.0,0.010710509346976921,2.053587000737843,0.9932125149995813,0.44715447154471544,0.5130471708085875,0.6406701186941193,1,1,2,CHILDRENS CUTLERY POLKADOT PINK,CHILDRENS CUTLERY POLKADOT BLUE
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.0329009965446442,0.04296659822725224,0.01963042716210126,0.5966514459665145,13.886401776812738,1.0,0.018216783262291317,2.3727205470365864,0.9595575025784963,0.3490650044523597,0.5785428666477593,0.5267639514214857,1,1,2,HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03219990986028344,0.04296659822725224,0.016725925184035255,0.5194401244167962,12.089393758134037,1.0,0.015342404594114718,1.991496690420313,0.9478020054272083,0.28620394173093405,0.4978650957291091,0.45435875684709276,1,1,2,HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE
frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.022885472482347638,0.02724222544944664,0.013821423205969253,0.6039387308533918,22.169214184579744,1.0,0.013197972005088031,2.456079021931508,0.977257399385588,0.3806896551724139,0.5928469763918343,0.5556458360149312,1,1,2,CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.02724222544944664,0.022885472482347638,0.013821423205969253,0.5073529411764707,22.169214184579744,1.0,0.013197972005088031,1.983396652871653,0.981634305112566,0.3806896551724139,0.495814415864747,0.5556458360149312,1,1,2,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL
frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.018879262857429014,0.02724222544944664,0.01216886173569032,0.6445623342175067,23.66041406615697,1.0,0.011654548600608876,2.7367886642205876,0.9761645804872066,0.35840707964601776,0.6346082497806637,0.5456267553440475,1,1,2,CHRISTMAS CRAFT WHITE FAIRY ,CHRISTMAS CRAFT LITTLE FRIENDS
frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),0.018879262857429014,0.022885472482347638,0.01001552406229656,0.5305039787798409,23.180818276268365,1.0,0.00958346321168586,2.0811987394020055,0.9752733258472847,0.31545741324921145,0.5195076851299018,0.48407037013390297,1,1,2,CHRISTMAS CRAFT WHITE FAIRY ,CHRISTMAS CRAFT TREE TOP ANGEL
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.04256597726476038,0.04506985828033452,0.026941759727577747,0.6329411764705882,14.043558169934641,1.0,0.025023317164691056,2.601572501479858,0.9700856171608422,0.44389438943894394,0.6156170933421352,0.615359477124183,1,1,2,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX 
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.04506985828033452,0.04256597726476038,0.026941759727577747,0.5977777777777779,14.043558169934643,1.0,0.025023317164691056,2.3803608300047396,0.9726292366929645,0.44389438943894394,0.5798956244805924,0.615359477124183,1,1,2,SPACEBOY LUNCH BOX ,DOLLY GIRL LUNCH BOX
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.01932996144023236,0.017427011868396014,0.011167309329460664,0.577720207253886,33.15084718003692,1.0,0.010830445862026097,2.3268292847779084,0.9889512478678198,0.43639921722113506,0.5702306110113067,0.6092624024775177,1,1,2,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.017427011868396014,0.01932996144023236,0.011167309329460664,0.6408045977011494,33.15084718003692,1.0,0.010830445862026097,2.7301853873503927,0.9870359455173292,0.43639921722113506,0.633724506535988,0.6092624024775177,1,1,2,FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT
