StockCode,Description,Elasticity,R2,AvgPrice,OptimalPrice,PriceAction,PriceChange,CurrentRevenue,PotentialRevenue,RevenueImpact,RevenueChangePercent,RecommendationStrength,FormattedRecommendation
21731,RED TOADSTOOL LED NIGHT LIGHT,-3.8227171528099446,0.8172584558094047,2.3844199535962876,2.1459779582366587,Decrease,-10.000000000000004,23932.98,44972.84232554842,21039.862325548424,87.91158612737914,Strong,Decrease price from $2.38 to $2.15 (-10.0%). Estimated revenue impact: $21039.86 (+87.9%). Strong recommendation.
15036,ASSORTED COLOURS SILK FAN,-5.111170527591626,0.7599786240325105,1.0677649325626204,0.9609884393063584,Decrease,-10.0,18569.84,39232.288102161954,20662.448102161954,111.26885370128096,Strong,Decrease price from $1.07 to $0.96 (-10.0%). Estimated revenue impact: $20662.45 (+111.3%). Strong recommendation.
23199,JUMBO BAG APPLES,-3.6606691880434425,0.6326931979264613,2.568937246963563,2.312043522267207,Decrease,-9.999999999999991,30475.65,50730.35062896149,20254.700628961487,66.46191509930547,Moderate,Decrease price from $2.57 to $2.31 (-10.0%). Estimated revenue impact: $20254.70 (+66.5%). Moderate recommendation.
20713,JUMBO BAG OWLS,-3.9386342503616563,0.687490658195959,2.7718590704647674,2.4946731634182906,Decrease,-10.000000000000004,23030.96,43232.815925775634,20201.855925775635,87.71608272419229,Moderate,Decrease price from $2.77 to $2.49 (-10.0%). Estimated revenue impact: $20201.86 (+87.7%). Moderate recommendation.
48194,DOORMAT HEARTS,-3.710203143874467,0.7070291084233948,9.241963087248322,8.31776677852349,Decrease,-10.000000000000004,22138.57,42041.23111076655,19902.661110766552,89.90039153733305,Strong,Decrease price from $9.24 to $8.32 (-10.0%). Estimated revenue impact: $19902.66 (+89.9%). Strong recommendation.
22622,BOX OF VINTAGE ALPHABET BLOCKS,-8.784525873999701,0.9540364235310197,11.077564102564102,9.969807692307691,Decrease,-10.000000000000002,13154.099999999999,32853.9671059983,19699.867105998303,149.76218141870828,Strong,Decrease price from $11.08 to $9.97 (-10.0%). Estimated revenue impact: $19699.87 (+149.8%). Strong recommendation.
48187,DOORMAT NEW ENGLAND,-3.8110068387469185,0.7475552351028346,8.462392739273927,7.616153465346534,Decrease,-9.999999999999998,24292.84,43582.944671732555,19290.104671732555,79.40654395176749,Strong,Decrease price from $8.46 to $7.62 (-10.0%). Estimated revenue impact: $19290.10 (+79.4%). Strong recommendation.
48138,DOORMAT UNION FLAG,-3.7448770422799766,0.7472517570349018,8.886322580645162,7.997690322580646,Decrease,-9.999999999999996,25609.6,44641.579363162884,19031.979363162885,74.31580096199428,Strong,Decrease price from $8.89 to $8.00 (-10.0%). Estimated revenue impact: $19031.98 (+74.3%). Strong recommendation.
22847,BREAD BIN DINER STYLE IVORY,-8.568987669297439,0.9899894610069584,16.411581920903956,14.77042372881356,Decrease,-10.000000000000002,13653.41,32169.849588968544,18516.439588968544,135.61769249563696,Strong,Decrease price from $16.41 to $14.77 (-10.0%). Estimated revenue impact: $18516.44 (+135.6%). Strong recommendation.
85099C,JUMBO  BAG BAROQUE BLACK WHITE,-3.317165408123256,0.5967748231877877,2.60338266384778,2.3430443974630024,Decrease,-9.99999999999999,28092.2,46266.57087586129,18174.37087586129,64.69543458989074,Moderate,Decrease price from $2.60 to $2.34 (-10.0%). Estimated revenue impact: $18174.37 (+64.7%). Moderate recommendation.
21523,DOORMAT FANCY FONT HOME SWEET HOME,-3.0719826179570053,0.6341476454264867,9.511709741550696,8.560538767395627,Decrease,-9.999999999999993,21601.69,38407.48145221106,16805.791452211062,77.798503044026,Moderate,Decrease price from $9.51 to $8.56 (-10.0%). Estimated revenue impact: $16805.79 (+77.8%). Moderate recommendation.
22188,BLACK HEART CARD HOLDER,-4.024093918092471,0.8860789129578224,4.3481578947368416,3.9133421052631574,Decrease,-10.0,12487.17,29127.17631537326,16640.006315373263,133.25682532850328,Strong,Decrease price from $4.35 to $3.91 (-10.0%). Estimated revenue impact: $16640.01 (+133.3%). Strong recommendation.
20685,DOORMAT RED RETROSPOT,-2.7988330905208905,0.5370085692011932,8.951516452074392,8.056364806866952,Decrease,-10.000000000000005,28082.54,44273.34416102643,16190.804161026426,57.65434380588944,Moderate,Decrease price from $8.95 to $8.06 (-10.0%). Estimated revenue impact: $16190.80 (+57.7%). Moderate recommendation.
21928,JUMBO BAG SCANDINAVIAN PAISLEY,-3.6524858466166608,0.7953031507416872,2.6939483394833945,2.424553505535055,Decrease,-9.999999999999998,21154.55,37310.53382778313,16155.983827783133,76.37120065320762,Strong,Decrease price from $2.69 to $2.42 (-10.0%). Estimated revenue impact: $16155.98 (+76.4%). Strong recommendation.
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-3.7669674039807446,0.6102002744921631,4.022803738317757,3.6205233644859813,Decrease,-9.999999999999995,20658.56,36344.784885846115,15686.224885846113,75.93087265446437,Moderate,Decrease price from $4.02 to $3.62 (-10.0%). Estimated revenue impact: $15686.22 (+75.9%). Moderate recommendation.
23202,JUMBO BAG VINTAGE LEAF,-4.364172501664328,0.7398026495283699,2.2953543307086615,2.0658188976377954,Decrease,-9.999999999999998,21852.81,35865.395616215596,14012.585616215594,64.12258019090264,Strong,Decrease price from $2.30 to $2.07 (-10.0%). Estimated revenue impact: $14012.59 (+64.1%). Strong recommendation.
22699,ROSES REGENCY TEACUP AND SAUCER ,-2.6081025343196713,0.7350527923785783,3.6548568790397047,3.2893711911357344,Decrease,-9.999999999999995,29095.27,42763.98468514107,13668.714685141069,46.9791642598301,Strong,Decrease price from $3.65 to $3.29 (-10.0%). Estimated revenue impact: $13668.71 (+47.0%). Strong recommendation.
21181,PLEASE ONE PERSON METAL SIGN,-3.520138100989886,0.3983451261787416,2.4230520231213872,2.1807468208092486,Decrease,-9.999999999999995,25290.58,38882.98089787651,13592.400897876505,53.744915687487214,Weak,Decrease price from $2.42 to $2.18 (-10.0%). Estimated revenue impact: $13592.40 (+53.7%). Weak recommendation.
21621,VINTAGE UNION JACK BUNTING,-4.391236813639818,0.5069156694740404,9.42051440329218,8.478462962962963,Decrease,-9.999999999999996,23645.08,36951.59688557842,13306.516885578421,56.27604933279321,Moderate,Decrease price from $9.42 to $8.48 (-10.0%). Estimated revenue impact: $13306.52 (+56.3%). Moderate recommendation.
62018,SOMBRERO ,-9.192970374729926,1.0,1.812295081967213,1.6310655737704918,Decrease,-9.999999999999996,5716.85,18969.216113005503,13252.366113005502,231.81238117154555,Strong,Decrease price from $1.81 to $1.63 (-10.0%). Estimated revenue impact: $13252.37 (+231.8%). Strong recommendation.
M,Manual,-0.769869503565495,0.41926477101605053,2.6295098039215685,2.8924607843137258,Increase,10.000000000000016,4187.66,17379.45742113014,13191.79742113014,315.01596168576583,Weak,Increase price from $2.63 to $2.89 (+10.0%). Estimated revenue impact: $13191.80 (+315.0%). Weak recommendation.
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-3.382333568675586,0.5290286985841982,1.4859344262295082,1.3373409836065575,Decrease,-9.999999999999993,17927.45,31024.317135299407,13096.867135299406,73.05482450264485,Moderate,Decrease price from $1.49 to $1.34 (-10.0%). Estimated revenue impact: $13096.87 (+73.1%). Moderate recommendation.
22728,ALARM CLOCK BAKELIKE PINK,-4.018791454786434,0.606241658433299,4.577742749054225,4.119968474148802,Decrease,-10.000000000000002,20702.15,33749.89873412021,13047.748734120207,63.026056395689366,Moderate,Decrease price from $4.58 to $4.12 (-10.0%). Estimated revenue impact: $13047.75 (+63.0%). Moderate recommendation.
22385,JUMBO BAG SPACEBOY DESIGN,-3.5142663108741736,0.7975029201793226,2.6517241379310343,2.386551724137931,Decrease,-10.000000000000004,17081.86,29967.05363249221,12885.19363249221,75.43202925496526,Strong,Decrease price from $2.65 to $2.39 (-10.0%). Estimated revenue impact: $12885.19 (+75.4%). Strong recommendation.
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-7.555365157732912,1.0,12.15,10.935,Decrease,-10.0,10212.949999999999,22615.95758609655,12403.00758609655,121.44392742641989,Strong,Decrease price from $12.15 to $10.94 (-10.0%). Estimated revenue impact: $12403.01 (+121.4%). Strong recommendation.
22273,FELTCRAFT DOLL MOLLY,-5.70104846292156,0.7852548559241601,3.2620414201183436,2.935837278106509,Decrease,-10.000000000000004,12016.34,24163.46472960713,12147.12472960713,101.08839072136051,Strong,Decrease price from $3.26 to $2.94 (-10.0%). Estimated revenue impact: $12147.12 (+101.1%). Strong recommendation.
21733,RED HANGING HEART T-LIGHT HOLDER,-4.312770380861611,0.4273488859407323,3.1590526315789473,2.843147368421053,Decrease,-9.999999999999993,23228.74,35300.215081212926,12071.475081212924,51.967842772414365,Weak,Decrease price from $3.16 to $2.84 (-10.0%). Estimated revenue impact: $12071.48 (+52.0%). Weak recommendation.
82482,WOODEN PICTURE FRAME WHITE FINISH,-3.185011111908504,0.8273470677629714,3.1016561656165615,2.7914905490549056,Decrease,-9.999999999999993,23113.260000000002,35164.64361835909,12051.38361835909,52.140561817584754,Strong,Decrease price from $3.10 to $2.79 (-10.0%). Estimated revenue impact: $12051.38 (+52.1%). Strong recommendation.
23245,SET OF 3 REGENCY CAKE TINS,-2.375681217897196,0.5761623257228374,5.877074829931972,5.289367346938775,Decrease,-10.000000000000004,31177.95,43187.80702748284,12009.857027482842,38.52035501847569,Moderate,Decrease price from $5.88 to $5.29 (-10.0%). Estimated revenue impact: $12009.86 (+38.5%). Moderate recommendation.
22960,JAM MAKING SET WITH JARS,-1.9585603859634162,0.3787164471381792,5.071866783523225,4.564680105170902,Decrease,-10.000000000000004,37128.88,48848.11603385372,11719.236033853726,31.5636669725931,Weak,Decrease price from $5.07 to $4.56 (-10.0%). Estimated revenue impact: $11719.24 (+31.6%). Weak recommendation.
22507,MEMO BOARD RETROSPOT  DESIGN,-4.109147004404697,0.4768407279274559,6.295599128540305,5.666039215686275,Decrease,-9.999999999999995,14193.35,25858.03639297196,11664.68639297196,82.18416647917482,Weak,Decrease price from $6.30 to $5.67 (-10.0%). Estimated revenue impact: $11664.69 (+82.2%). Weak recommendation.
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-4.001014791364088,0.7230760860216978,3.270403361344538,2.943363025210084,Decrease,-10.000000000000002,19130.37,30719.953525878736,11589.583525878737,60.58211903836015,Strong,Decrease price from $3.27 to $2.94 (-10.0%). Estimated revenue impact: $11589.58 (+60.6%). Strong recommendation.
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-4.768409025364359,0.8629728863704067,0.3209328358208955,0.288839552238806,Decrease,-9.99999999999999,13323.449999999999,24902.50042845708,11579.05042845708,86.90729824825463,Strong,Decrease price from $0.32 to $0.29 (-10.0%). Estimated revenue impact: $11579.05 (+86.9%). Strong recommendation.
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,-4.121872474278937,0.8490397716471875,4.406066945606694,3.965460251046025,Decrease,-9.999999999999996,19736.5,31253.300536728246,11516.800536728246,58.35280083463758,Strong,Decrease price from $4.41 to $3.97 (-10.0%). Estimated revenue impact: $11516.80 (+58.4%). Strong recommendation.
40016,CHINESE DRAGON PAPER LANTERNS,-1.4876827184789068,0.9429619187224858,2.2792783505154635,2.051350515463917,Decrease,-10.0,2136.34,13331.368705773462,11195.028705773462,524.0284180314678,Strong,Decrease price from $2.28 to $2.05 (-10.0%). Estimated revenue impact: $11195.03 (+524.0%). Strong recommendation.
22090,PAPER BUNTING RETROSPOT,-2.6328754224055517,0.7475798542950483,3.7777363184079604,3.3999626865671644,Decrease,-10.0,22790.960000000003,33939.03137234584,11148.071372345836,48.91444402669231,Strong,Decrease price from $3.78 to $3.40 (-10.0%). Estimated revenue impact: $11148.07 (+48.9%). Strong recommendation.
22424,ENAMEL BREAD BIN CREAM,-8.286535104387653,0.6911449954882873,12.618958333333333,11.3570625,Decrease,-10.000000000000005,8683.39,19768.398103621734,11085.008103621734,127.65760956978478,Moderate,Decrease price from $12.62 to $11.36 (-10.0%). Estimated revenue impact: $11085.01 (+127.7%). Moderate recommendation.
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-2.6970485642353768,0.5306675773779141,3.4597319034852547,3.1137587131367295,Decrease,-9.999999999999993,24438.620000000003,35413.503545930565,10974.883545930563,44.9079512097269,Moderate,Decrease price from $3.46 to $3.11 (-10.0%). Estimated revenue impact: $10974.88 (+44.9%). Moderate recommendation.
48188,DOORMAT WELCOME PUPPIES,-3.183670074268187,0.7286468676573883,8.81625,7.9346250000000005,Decrease,-9.999999999999996,12114.97,22915.176974227954,10800.206974227955,89.14761633110075,Strong,Decrease price from $8.82 to $7.93 (-10.0%). Estimated revenue impact: $10800.21 (+89.1%). Strong recommendation.
84879,ASSORTED COLOUR BIRD ORNAMENT,-1.99895552301504,0.40601002223281524,1.7222901276024176,1.550061114842176,Decrease,-9.999999999999998,59094.93,69766.1224311883,10671.192431188298,18.0577122795277,Weak,Decrease price from $1.72 to $1.55 (-10.0%). Estimated revenue impact: $10671.19 (+18.1%). Weak recommendation.
21166,COOK WITH WINE METAL SIGN ,-3.302272406728644,0.4055237503296564,2.386089918256131,2.147480926430518,Decrease,-9.999999999999993,20957.64,31518.12822169597,10560.48822169597,50.38968233873648,Weak,Decrease price from $2.39 to $2.15 (-10.0%). Estimated revenue impact: $10560.49 (+50.4%). Weak recommendation.
21977,PACK OF 60 PINK PAISLEY CAKE CASES,-2.9644483975189666,0.7448597311715268,0.7425056179775281,0.6682550561797753,Decrease,-10.0,12245.02,22697.826238769037,10452.806238769037,85.36373349140334,Strong,Decrease price from $0.74 to $0.67 (-10.0%). Estimated revenue impact: $10452.81 (+85.4%). Strong recommendation.
22768,FAMILY PHOTO FRAME CORNICE,-8.438497075501825,0.9583184245605973,9.86662393162393,8.879961538461538,Decrease,-9.999999999999993,7626.879999999999,18061.000824544935,10434.120824544936,136.80719802258508,Strong,Decrease price from $9.87 to $8.88 (-10.0%). Estimated revenue impact: $10434.12 (+136.8%). Strong recommendation.
20712,JUMBO BAG WOODLAND ANIMALS,-2.210592501692526,0.4309670622323478,2.9266168009205984,2.6339551208285386,Decrease,-10.0,22092.42,32492.822279657084,10400.402279657086,47.07679049944319,Weak,Decrease price from $2.93 to $2.63 (-10.0%). Estimated revenue impact: $10400.40 (+47.1%). Weak recommendation.
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-3.6938082227765223,0.7883007955320442,10.002823834196892,9.002541450777203,Decrease,-10.0,13746.11,24060.40729932737,10314.297299327369,75.03429915319583,Strong,Decrease price from $10.00 to $9.00 (-10.0%). Estimated revenue impact: $10314.30 (+75.0%). Strong recommendation.
21891,TRADITIONAL WOODEN SKIPPING ROPE,-5.504291642046043,0.8883140823555118,1.5877702702702703,1.4289932432432433,Decrease,-10.0,10526.0,20786.6180860986,10260.618086098599,97.47879618182215,Strong,Decrease price from $1.59 to $1.43 (-10.0%). Estimated revenue impact: $10260.62 (+97.5%). Strong recommendation.
20725,LUNCH BAG RED RETROSPOT,-1.9981375869216929,0.4955476657249649,2.127373040752351,1.9146357366771158,Decrease,-9.999999999999993,36042.01,46209.29288521211,10167.28288521211,28.20953350052372,Weak,Decrease price from $2.13 to $1.91 (-10.0%). Estimated revenue impact: $10167.28 (+28.2%). Weak recommendation.
21931,JUMBO STORAGE BAG SUKI,-1.832510018928607,0.3393046136421052,2.7448370927318297,2.470353383458647,Decrease,-9.999999999999996,30770.12,40913.82110001715,10143.701100017151,32.96607585546352,Weak,Decrease price from $2.74 to $2.47 (-10.0%). Estimated revenue impact: $10143.70 (+33.0%). Weak recommendation.
23200,JUMBO BAG PEARS,-4.310920967452625,0.6961287705184799,2.4279235880398673,2.1851312292358807,Decrease,-9.999999999999996,14197.28,24334.099897084103,10136.819897084102,71.39973218168623,Moderate,Decrease price from $2.43 to $2.19 (-10.0%). Estimated revenue impact: $10136.82 (+71.4%). Moderate recommendation.
48116,DOORMAT MULTICOLOUR STRIPE,-3.7257454325991897,0.7631876209900632,9.659653465346535,8.693688118811881,Decrease,-10.000000000000005,9088.63,19206.73925940597,10118.109259405972,111.32711156033388,Strong,Decrease price from $9.66 to $8.69 (-10.0%). Estimated revenue impact: $10118.11 (+111.3%). Strong recommendation.
22487,WHITE WOOD GARDEN PLANT LADDER,-9.15330462250324,1.0,9.74556135770235,8.771005221932116,Decrease,-9.99999999999999,6838.45,16818.95452745433,9980.50452745433,145.94688163917743,Strong,Decrease price from $9.75 to $8.77 (-10.0%). Estimated revenue impact: $9980.50 (+145.9%). Strong recommendation.
37370,RETRO COFFEE MUGS ASSORTED,-0.9462214299575438,0.5894196204701072,5.331626506024096,5.8647891566265065,Increase,10.000000000000009,3844.81,13778.052473939968,9933.242473939968,258.3545734103888,Moderate,Increase price from $5.33 to $5.86 (+10.0%). Estimated revenue impact: $9933.24 (+258.4%). Moderate recommendation.
82583,HOT BATHS METAL SIGN,-3.124381399274064,0.6828267864834632,2.939605055292259,2.645644549763033,Decrease,-9.999999999999996,17047.06,26864.268241376016,9817.208241376014,57.58886424624548,Moderate,Decrease price from $2.94 to $2.65 (-10.0%). Estimated revenue impact: $9817.21 (+57.6%). Moderate recommendation.
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-2.1129171502687565,0.3401188521299615,3.4023991507430997,3.0621592356687897,Decrease,-10.000000000000002,26463.829999999998,36252.2202059301,9788.3902059301,36.98780639812945,Weak,Decrease price from $3.40 to $3.06 (-10.0%). Estimated revenue impact: $9788.39 (+37.0%). Weak recommendation.
48173C,DOORMAT BLACK FLOCK ,-3.7367970147925935,0.79331673987574,8.199633507853404,7.379670157068064,Decrease,-9.999999999999993,10025.11,19714.15613114976,9689.04613114976,96.64777873908376,Strong,Decrease price from $8.20 to $7.38 (-10.0%). Estimated revenue impact: $9689.05 (+96.6%). Strong recommendation.
22138,BAKING SET 9 PIECE RETROSPOT ,-3.340610569665561,0.32300007311913137,5.3493136219640975,4.8143822597676875,Decrease,-10.000000000000005,24239.72,33871.01550529628,9631.295505296279,39.73352623419857,Weak,Decrease price from $5.35 to $4.81 (-10.0%). Estimated revenue impact: $9631.30 (+39.7%). Weak recommendation.
22379,RECYCLING BAG RETROSPOT ,-2.2923703690532853,0.4299300650423187,3.181827814569537,2.8636450331125833,Decrease,-9.999999999999996,15636.99,25193.6067619258,9556.6167619258,61.11544972482428,Weak,Decrease price from $3.18 to $2.86 (-10.0%). Estimated revenue impact: $9556.62 (+61.1%). Weak recommendation.
22767,TRIPLE PHOTO FRAME CORNICE ,-8.45815656382251,0.9947175542839725,9.849712918660286,8.864741626794258,Decrease,-9.999999999999995,6952.73,16489.77155897581,9537.041558975812,137.1697384908635,Strong,Decrease price from $9.85 to $8.86 (-10.0%). Estimated revenue impact: $9537.04 (+137.2%). Strong recommendation.
48184,DOORMAT ENGLISH ROSE ,-3.8683199730382345,0.7450603803970761,8.636699266503667,7.7730293398533,Decrease,-10.000000000000002,14324.0,23812.17695774134,9488.17695774134,66.23971626460025,Strong,Decrease price from $8.64 to $7.77 (-10.0%). Estimated revenue impact: $9488.18 (+66.2%). Strong recommendation.
22698,PINK REGENCY TEACUP AND SAUCER,-3.1650097711165683,0.8241879980659018,3.6843253467843633,3.3158928121059272,Decrease,-9.999999999999993,17551.760000000002,26955.336288172617,9403.576288172615,53.576258381909355,Strong,Decrease price from $3.68 to $3.32 (-10.0%). Estimated revenue impact: $9403.58 (+53.6%). Strong recommendation.
22413,METAL SIGN TAKE IT OR LEAVE IT ,-5.4876856665027995,0.5696719455216495,3.345584725536993,3.0110262529832936,Decrease,-9.999999999999998,11104.79,20275.158222782004,9170.368222782003,82.58029393425723,Moderate,Decrease price from $3.35 to $3.01 (-10.0%). Estimated revenue impact: $9170.37 (+82.6%). Moderate recommendation.
22697,GREEN REGENCY TEACUP AND SAUCER,-2.261358538416087,0.7305132725395744,3.8192026897214215,3.4372824207492796,Decrease,-9.999999999999993,22826.3,31851.591524302214,9025.291524302214,39.53900336148309,Strong,Decrease price from $3.82 to $3.44 (-10.0%). Estimated revenue impact: $9025.29 (+39.5%). Strong recommendation.
22941,CHRISTMAS LIGHTS 10 REINDEER,-3.970781134955284,0.7014294761918196,9.953546325878595,8.958191693290736,Decrease,-9.99999999999999,13812.92,22758.812869835376,8945.892869835376,64.76467589644605,Strong,Decrease price from $9.95 to $8.96 (-10.0%). Estimated revenue impact: $8945.89 (+64.8%). Strong recommendation.
22467,GUMBALL COAT RACK,-2.851467803353019,0.7509004483411823,2.875157593123209,2.587641833810888,Decrease,-10.000000000000004,18890.47,27822.89700053302,8932.427000533018,47.28536135169224,Strong,Decrease price from $2.88 to $2.59 (-10.0%). Estimated revenue impact: $8932.43 (+47.3%). Strong recommendation.
23209,LUNCH BAG DOILEY PATTERN ,-3.2155392046905837,0.7814169684131114,1.8233570792520035,1.6410213713268031,Decrease,-10.0,21450.17,30371.141140452135,8920.971140452137,41.58927943439207,Strong,Decrease price from $1.82 to $1.64 (-10.0%). Estimated revenue impact: $8920.97 (+41.6%). Strong recommendation.
75049L,LARGE CIRCULAR MIRROR MOBILE,-3.557936670452471,0.8969525715960831,1.6716587677725117,1.5044928909952606,Decrease,-9.999999999999993,6827.98,15570.632495407654,8742.652495407654,128.04156566667822,Strong,Decrease price from $1.67 to $1.50 (-10.0%). Estimated revenue impact: $8742.65 (+128.0%). Strong recommendation.
21212,PACK OF 72 RETROSPOT CAKE CASES,-1.743724032772441,0.4776638403234388,0.7584306569343066,0.6825875912408759,Decrease,-10.000000000000005,21259.100000000002,29872.725049936897,8613.625049936894,40.51735515584805,Weak,Decrease price from $0.76 to $0.68 (-10.0%). Estimated revenue impact: $8613.63 (+40.5%). Weak recommendation.
22666,RECIPE BOX PANTRY YELLOW DESIGN,-2.2034051504657923,0.46709152659062714,3.7001865008880994,3.3301678507992896,Decrease,-9.999999999999998,26240.600000000002,34762.331456056396,8521.731456056394,32.47536815490649,Weak,Decrease price from $3.70 to $3.33 (-10.0%). Estimated revenue impact: $8521.73 (+32.5%). Weak recommendation.
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,-3.6979828252063003,0.7263601476248376,4.370267379679144,3.93324064171123,Decrease,-9.999999999999996,16045.970000000001,24471.211102736805,8425.241102736803,52.506898010757865,Strong,Decrease price from $4.37 to $3.93 (-10.0%). Estimated revenue impact: $8425.24 (+52.5%). Strong recommendation.
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,-4.343943133365863,0.7990667752184121,4.257172619047619,3.831455357142857,Decrease,-10.000000000000002,14501.18,22913.046386438516,8411.866386438516,58.00815096729036,Strong,Decrease price from $4.26 to $3.83 (-10.0%). Estimated revenue impact: $8411.87 (+58.0%). Strong recommendation.
22969,HOMEMADE JAM SCENTED CANDLES,-2.805432089793213,0.3715762136537093,1.7919783616692428,1.6127805255023187,Decrease,-9.999999999999995,18788.55,27162.21541975209,8373.665419752091,44.567917267442624,Weak,Decrease price from $1.79 to $1.61 (-10.0%). Estimated revenue impact: $8373.67 (+44.6%). Weak recommendation.
23298,SPOTTY BUNTING,-1.9131612900045734,0.4158704651371027,5.517167381974249,4.965450643776824,Decrease,-9.999999999999998,43182.83,51468.005117333516,8285.175117333514,19.186271759709854,Weak,Decrease price from $5.52 to $4.97 (-10.0%). Estimated revenue impact: $8285.18 (+19.2%). Weak recommendation.
22690,DOORMAT HOME SWEET HOME BLUE ,-3.812261146295971,0.7937996856928239,8.340590277777778,7.506531250000001,Decrease,-9.999999999999993,9959.6,18182.844103854954,8223.244103854953,82.56600770969669,Strong,Decrease price from $8.34 to $7.51 (-10.0%). Estimated revenue impact: $8223.24 (+82.6%). Strong recommendation.
22383,LUNCH BAG SUKI  DESIGN ,-2.1919862077930676,0.7016814011004328,2.160392156862745,1.9443529411764704,Decrease,-10.0,22542.44,30745.943174393316,8203.503174393318,36.391371894051034,Strong,Decrease price from $2.16 to $1.94 (-10.0%). Estimated revenue impact: $8203.50 (+36.4%). Strong recommendation.
20711,JUMBO BAG TOYS ,-2.9309191162355197,0.5923721718541729,3.1267175572519084,2.8140458015267176,Decrease,-10.0,11014.62,19187.58235877255,8172.962358772549,74.20103788212892,Moderate,Decrease price from $3.13 to $2.81 (-10.0%). Estimated revenue impact: $8172.96 (+74.2%). Moderate recommendation.
